customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C01648,17,28,216390.87,3,1,1,311,Regular
C01649,13,34,231447.87,3,3,1,331,Loyal
C01650,2,33,335878.23,5,2,4,524,New
C01651,5,35,317180.68,5,3,3,533,Loyal
C01652,1,32,268334.23,5,2,2,522,New
C01653,13,39,401592.72,3,4,5,345,Loyal
C01654,15,36,403926.17,3,3,5,335,Loyal
C01655,4,39,362421.72,5,4,4,544,Champions
C01656,7,41,288043.96,4,5,2,452,Loyal
C01657,1,42,463955.6,5,5,5,555,Champions
C01658,85,33,315697.43,1,2,3,123,At Risk
C01659,11,33,239370.74,4,2,1,421,New
C01660,13,46,353280.47,3,5,4,354,Loyal
C01661,7,31,440251.44,4,2,5,425,New
C01662,10,39,219763.44,4,4,1,441,Loyal
C01663,35,29,222448.87,1,1,1,111,At Risk
C01664,22,24,261434.58000000002,2,1,2,212,At Risk
C01665,40,33,231151.61000000002,1,2,1,121,At Risk
C01666,18,38,227042.44,3,4,1,341,Loyal
C01667,27,45,588871.98,2,5,5,255,Regular
C01668,19,32,281730.87,3,2,2,322,Regular
C01669,15,35,381650.31,3,3,4,334,Loyal
C01670,12,36,258840.17,3,3,2,332,Loyal
C01671,20,35,309859.38,2,3,3,233,Regular
C01672,84,38,384820.60000000003,1,4,4,144,Regular
C01673,9,35,459659.36,4,3,5,435,Loyal
C01674,13,23,287555.14,3,1,2,312,Regular
C01675,7,43,341745.94,4,5,4,454,Champions
C01676,4,30,238216.07,5,2,1,521,New
C01677,10,25,256271.62,4,1,2,412,New
C01678,7,46,404854.82,4,5,5,455,Champions
C01679,14,23,192181.63,3,1,1,311,Regular
C01680,1,44,410632.98,5,5,5,555,Champions
C01681,9,39,361221.46,4,4,4,444,Champions
C01682,28,42,372982.8,2,5,4,254,Regular
C01683,19,33,354073.1,3,2,4,324,Regular
C01684,10,37,356188.26,4,4,4,444,Champions
C01685,80,35,345288.58999999997,1,3,4,134,Regular
C01686,9,42,478231.81,4,5,5,455,Champions
C01687,11,22,118123.67,4,1,1,411,New
C01688,41,28,214854.92,1,1,1,111,At Risk
C01689,52,41,441697.31,1,5,5,155,Regular
C01690,1,34,263902.54,5,3,2,532,Loyal
C01691,23,43,411503.05000000005,2,5,5,255,Regular
C01692,6,34,384753.76,4,3,4,434,Loyal
C01693,14,46,370908.57,3,5,4,354,Loyal
C01694,12,32,231941.96,3,2,1,321,Regular
C01695,4,45,467962.36,5,5,5,555,Champions
C01696,45,29,190576.41,1,1,1,111,At Risk
C01697,15,39,283292.43,3,4,2,342,Loyal
C01698,9,44,544985.63,4,5,5,455,Champions
C01699,1,41,281866.61,5,5,2,552,Loyal
C01700,13,44,239137.5,3,5,1,351,Loyal
C01701,20,42,406331.06,2,5,5,255,Regular
C01702,13,35,258385.77,3,3,2,332,Loyal
C01703,72,23,258034.63,1,1,2,112,At Risk
C01704,8,40,352327.02,4,5,4,454,Champions
C01705,7,37,267482.92,4,4,2,442,Loyal
C01706,22,39,381502.92,2,4,4,244,Regular
C01707,37,47,368291.55,1,5,4,154,Regular
C01708,5,30,149509.55,5,2,1,521,New
C01709,22,35,296948.73,2,3,3,233,Regular
C01710,11,32,331789.73,4,2,3,423,New
C01711,2,38,284476.25,5,4,2,542,Loyal
C01712,6,43,348138.35000000003,4,5,4,454,Champions
C01713,12,37,357808.77,3,4,4,344,Loyal
C01714,50,37,334306.8,1,4,4,144,Regular
C01715,8,40,389978.08,4,5,5,455,Champions
C01716,34,32,227400.56,2,2,1,221,At Risk
C01717,24,36,261124.73,2,3,2,232,Regular
C01718,56,29,332885.91000000003,1,1,4,114,At Risk
C01719,41,39,293698.52,1,4,3,143,Regular
C01720,17,46,481357.41000000003,3,5,5,355,Loyal
C01721,9,27,204942.88999999998,4,1,1,411,New
C01722,21,35,291185.0,2,3,2,232,Regular
C01723,16,40,362959.3,3,5,4,354,Loyal
C01724,34,39,330945.68,2,4,3,243,Regular
C01725,30,34,387437.79000000004,2,3,4,234,Regular
C01726,5,31,257544.62,5,2,2,522,New
C01727,8,35,378030.85,4,3,4,434,Loyal
C01728,11,37,412919.06,4,4,5,445,Champions
C01729,6,35,310242.7,4,3,3,433,Loyal
C01730,3,36,296124.93,5,3,3,533,Loyal
C01731,11,34,340950.32999999996,4,3,4,434,Loyal
C01732,18,36,288323.56,3,3,2,332,Loyal
C01733,4,41,373624.48,5,5,4,554,Champions
C01734,77,34,256805.09,1,3,2,132,Regular
C01735,3,36,352285.66,5,3,4,534,Loyal
C01736,44,39,293255.08,1,4,3,143,Regular
C01737,3,38,371915.83,5,4,4,544,Champions
C01738,21,38,457449.55,2,4,5,245,Regular
C01739,45,25,183175.7,1,1,1,111,At Risk
C01740,29,43,213075.71,2,5,1,251,Regular
C01741,5,50,434897.5,5,5,5,555,Champions
C01742,1,35,304364.85,5,3,3,533,Loyal
C01743,19,23,278382.33,3,1,2,312,Regular
C01744,12,31,234195.87,3,2,1,321,Regular
C01745,17,38,301951.83,3,4,3,343,Loyal
C01746,19,37,294187.21,3,4,3,343,Loyal
C01747,7,41,394817.06,4,5,5,455,Champions
C01748,31,38,440817.82,2,4,5,245,Regular
C01749,32,42,366697.95,2,5,4,254,Regular
C01750,11,36,360106.31,4,3,4,434,Loyal
C01751,11,40,308967.34,4,5,3,453,Loyal
C01752,5,38,438089.14,5,4,5,545,Champions
C01753,5,34,237032.8,5,3,1,531,Loyal
C01754,30,33,307231.29000000004,2,2,3,223,At Risk
C01755,4,31,270349.75,5,2,2,522,New
C01756,18,37,372187.94,3,4,4,344,Loyal
C01757,41,29,263167.74,1,1,2,112,At Risk
C01758,14,34,230123.1,3,3,1,331,Loyal
C01759,10,32,249978.21,4,2,2,422,New
C01760,5,36,354599.22000000003,5,3,4,534,Loyal
C01761,4,48,484415.37,5,5,5,555,Champions
C01762,7,42,378959.0,4,5,4,454,Champions
C01763,20,23,199442.44,2,1,1,211,At Risk
C01764,5,26,191071.37,5,1,1,511,New
C01765,17,32,313339.3,3,2,3,323,Regular
C01766,9,26,230849.07,4,1,1,411,New
C01767,20,37,346959.66,2,4,4,244,Regular
C01768,14,40,352790.84,3,5,4,354,Loyal
C01769,4,39,422693.33,5,4,5,545,Champions
C01770,20,39,414274.74,2,4,5,245,Regular
C01771,36,37,284861.41,1,4,2,142,Regular
C01772,8,31,288753.28,4,2,2,422,New
C01773,9,34,252941.5,4,3,2,432,Loyal
C01774,58,34,299838.84,1,3,3,133,Regular
C01775,34,33,349281.54,2,2,4,224,At Risk
C01776,3,32,360090.98,5,2,4,524,New
C01777,11,32,368767.2,4,2,4,424,New
C01778,7,36,291264.27,4,3,2,432,Loyal
C01779,29,36,328463.0,2,3,3,233,Regular
C01780,34,23,188280.55000000002,2,1,1,211,At Risk
C01781,5,33,306416.55,5,2,3,523,New
C01782,8,39,272118.18,4,4,2,442,Loyal
C01783,3,43,415620.39,5,5,5,555,Champions
C01784,8,31,258253.05,4,2,2,422,New
C01785,43,43,354951.18,1,5,4,154,Regular
C01786,25,29,166670.37,2,1,1,211,At Risk
C01787,19,37,306188.87,3,4,3,343,Loyal
C01788,27,36,340987.68,2,4,4,244,Regular
C01789,16,37,348068.42,3,4,4,344,Loyal
C01790,39,43,468938.4,1,5,5,155,Regular
C01791,6,49,351836.3,4,5,4,454,Champions
C01792,6,45,464471.52999999997,4,5,5,455,Champions
C01793,1,45,366189.28,5,5,4,554,Champions
C01794,13,31,285526.99,3,2,2,322,Regular
C01795,1,25,221734.85,5,1,1,511,New
C01796,17,38,371239.45,3,4,4,344,Loyal
C01797,13,33,406559.94,3,2,5,325,Regular
C01798,3,36,329890.09,5,4,3,543,Loyal
C01799,59,34,228641.65,1,3,1,131,Regular
C01800,1,31,331681.3,5,2,3,523,New
C01801,26,29,206995.87,2,1,1,211,At Risk
C01802,14,37,272738.11,3,4,2,342,Loyal
C01803,1,36,357004.66,5,4,4,544,Champions
C01804,17,41,440861.73,3,5,5,355,Loyal
C01805,7,35,291582.12,4,3,3,433,Loyal
C01806,5,33,259212.43,5,2,2,522,New
C01807,14,36,274735.78,3,4,2,342,Loyal
C01808,7,32,224861.79,4,2,1,421,New
C01809,6,43,431274.54,4,5,5,455,Champions
C01810,13,35,336346.56,3,3,4,334,Loyal
C01811,7,33,184413.17,4,2,1,421,New
C01812,13,47,263047.71,3,5,2,352,Loyal
C01813,21,35,232708.04,2,3,1,231,Regular
C01814,46,36,331833.47,1,4,3,143,Regular
C01815,47,24,201257.24,1,1,1,111,At Risk
C01816,58,30,371244.41,1,2,4,124,At Risk
C01817,1,32,325155.20999999996,5,2,3,523,New
C01818,5,35,239470.07,5,3,1,531,Loyal
C01819,5,35,168946.5,5,3,1,531,Loyal
C01820,12,37,340010.75,3,4,4,344,Loyal
C01821,46,37,182954.06,1,4,1,141,Regular
C01822,10,46,424426.43,4,5,5,455,Champions
C01823,35,33,271796.74,1,2,2,122,At Risk
C01824,19,37,370259.07,3,4,4,344,Loyal
C01825,29,33,330661.5,2,2,3,223,At Risk
C01826,37,44,408029.71,1,5,5,155,Regular
C01827,1,42,482563.56,5,5,5,555,Champions
C01828,7,36,284529.63,4,4,2,442,Loyal
C01829,19,38,259878.73,3,4,2,342,Loyal
C01830,1,50,491727.39,5,5,5,555,Champions
C01831,24,34,317679.39,2,3,3,233,Regular
C01832,17,47,442829.72,3,5,5,355,Loyal
C01833,9,38,316559.82,4,4,3,443,Loyal
C01834,12,39,408510.63,3,4,5,345,Loyal
C01835,21,29,237289.29,2,1,1,211,At Risk
C01836,56,30,300233.44,1,2,3,123,At Risk
C01837,30,30,177040.49,2,2,1,221,At Risk
C01838,23,38,233260.3,2,4,1,241,Regular
C01839,1,42,444082.07,5,5,5,555,Champions
C01840,31,29,310521.5,2,1,3,213,At Risk
C01841,7,23,234003.52,4,1,1,411,New
C01842,27,24,242425.51,2,1,1,211,At Risk
C01843,29,42,307571.87,2,5,3,253,Regular
C01844,5,35,443018.37,5,3,5,535,Loyal
C01845,12,36,419829.60000000003,3,4,5,345,Loyal
C01846,6,40,298146.92,4,5,3,453,Loyal
C01847,14,47,303817.03,3,5,3,353,Loyal
C01848,31,28,319890.71,2,1,3,213,At Risk
C01849,7,29,260816.96,4,1,2,412,New
C01850,6,48,481934.77,4,5,5,455,Champions
C01851,50,41,449025.85,1,5,5,155,Regular
C01852,17,39,404299.55,3,4,5,345,Loyal
C01853,2,48,394206.8,5,5,5,555,Champions
C01854,37,37,312222.78,1,4,3,143,Regular
C01855,1,23,212887.6,5,1,1,511,New
C01856,1,40,406079.04,5,5,5,555,Champions
C01857,4,41,347621.04,5,5,4,554,Champions
C01858,20,38,203346.91,2,4,1,241,Regular
C01859,19,29,300942.07,3,1,3,313,Regular
C01860,11,29,229941.36000000002,4,1,1,411,New
C01861,38,32,249613.86000000002,1,2,2,122,At Risk
C01862,15,29,345207.92,3,1,4,314,Regular
C01863,15,32,366243.51,3,2,4,324,Regular
C01864,19,33,207242.56,3,2,1,321,Regular
C01865,2,37,365382.2,5,4,4,544,Champions
C01866,13,47,468366.85,3,5,5,355,Loyal
C01867,3,28,209452.81,5,1,1,511,New
C01868,1,40,286502.23,5,5,2,552,Loyal
C01869,24,48,484720.78,2,5,5,255,Regular
C01870,24,30,213606.6,2,2,1,221,At Risk
C01871,13,34,386779.44,3,3,4,334,Loyal
C01872,8,33,256987.41,4,2,2,422,New
C01873,5,43,494382.21,5,5,5,555,Champions
C01874,2,32,251048.25,5,2,2,522,New
C01875,18,34,294992.44,3,3,3,333,Loyal
C01876,23,36,395132.95,2,4,5,245,Regular
C01877,24,46,318287.83,2,5,3,253,Regular
C01878,26,35,239962.76,2,3,1,231,Regular
C01879,16,37,289484.71,3,4,2,342,Loyal
C01880,21,40,231925.32,2,5,1,251,Regular
C01881,7,35,339279.45,4,3,4,434,Loyal
C01882,49,30,446684.23,1,2,5,125,At Risk
C01883,11,36,306182.98,4,4,3,443,Loyal
C01884,5,32,338479.64,5,2,4,524,New
C01885,24,40,426082.54,2,5,5,255,Regular
C01886,23,41,431518.69,2,5,5,255,Regular
C01887,18,36,260190.19999999998,3,4,2,342,Loyal
C01888,1,35,254820.85,5,3,2,532,Loyal
C01889,5,34,199996.78,5,3,1,531,Loyal
C01890,1,34,438892.2,5,3,5,535,Loyal
C01891,38,28,262377.67,1,1,2,112,At Risk
C01892,44,33,260161.93,1,2,2,122,At Risk
C01893,25,31,304941.15,2,2,3,223,At Risk
C01894,24,38,364800.84,2,4,4,244,Regular
C01895,9,33,304393.77,4,2,3,423,New
C01896,5,31,223021.61000000002,5,2,1,521,New
C01897,54,43,542398.28,1,5,5,155,Regular
C01898,14,38,398750.54,3,4,5,345,Loyal
C01899,31,34,299948.45999999996,2,3,3,233,Regular
C01900,29,37,377372.43,2,4,4,244,Regular
C01901,1,40,497823.37,5,5,5,555,Champions
C01902,28,36,286127.85,2,4,2,242,Regular
C01903,6,36,370780.47000000003,4,4,4,444,Champions
C01904,38,35,292867.73,1,3,3,133,Regular
C01905,34,33,282134.1,2,2,2,222,At Risk
C01906,8,37,350756.31,4,4,4,444,Champions
C01907,3,32,375389.51,5,2,4,524,New
C01908,8,24,241801.63,4,1,1,411,New
C01909,7,35,298648.04000000004,4,3,3,433,Loyal
C01910,30,36,471724.82,2,4,5,245,Regular
C01911,20,34,414000.59,2,3,5,235,Regular
C01912,8,42,334656.3,4,5,4,454,Champions
C01913,74,25,163949.0,1,1,1,111,At Risk
C01914,49,30,295670.08999999997,1,2,3,123,At Risk
C01915,5,41,282987.64,5,5,2,552,Loyal
C01916,6,34,357379.13,4,3,4,434,Loyal
C01917,10,34,331101.72000000003,4,3,3,433,Loyal
C01918,12,32,193670.62,3,2,1,321,Regular
C01919,7,27,258252.0,4,1,2,412,New
C01920,16,43,438123.76,3,5,5,355,Loyal
C01921,23,39,340357.95,2,4,4,244,Regular
C01922,1,35,332736.53,5,3,4,534,Loyal
C01923,30,42,428461.59,2,5,5,255,Regular
C01924,49,34,216381.56,1,3,1,131,Regular
C01925,2,42,401480.5,5,5,5,555,Champions
C01926,7,33,283012.27,4,2,2,422,New
C01927,11,37,265948.62,4,4,2,442,Loyal
C01928,6,40,451655.46,4,5,5,455,Champions
C01929,46,23,125582.06,1,1,1,111,At Risk
C01930,11,35,329105.06,4,3,3,433,Loyal
C01931,4,28,157180.59,5,1,1,511,New
C01932,21,32,257641.68,2,2,2,222,At Risk
C01933,5,28,232128.40000000002,5,1,1,511,New
C01934,8,31,252656.77000000002,4,2,2,422,New
C01935,18,36,397140.13,3,4,5,345,Loyal
C01936,13,39,310793.06,3,4,3,343,Loyal
C01937,61,32,320438.0,1,2,3,123,At Risk
C01938,46,33,308868.94,1,2,3,123,At Risk
C01939,10,39,404536.89,4,4,5,445,Champions
C01940,9,31,180817.26,4,2,1,421,New
C01941,16,35,268721.84,3,3,2,332,Loyal
C01942,15,33,419279.85000000003,3,2,5,325,Regular
C01943,4,35,401204.6,5,3,5,535,Loyal
C01944,33,31,218348.32,2,2,1,221,At Risk
C01945,25,43,403406.13,2,5,5,255,Regular
C01946,11,31,222915.41,4,2,1,421,New
C01947,4,33,300130.86,5,2,3,523,New
C01948,4,39,293873.36,5,4,3,543,Loyal
C01949,7,35,319040.81,4,3,3,433,Loyal
C01950,6,43,378853.54,4,5,4,454,Champions
C01951,1,40,460659.45999999996,5,5,5,555,Champions
C01952,34,30,221573.0,2,2,1,221,At Risk
C01953,24,36,326004.36,2,4,3,243,Regular
C01954,7,39,316486.93,4,4,3,443,Loyal
C01955,19,29,240694.83,3,1,1,311,Regular
C01956,2,34,230443.50999999998,5,3,1,531,Loyal
C01957,22,40,283501.32,2,5,2,252,Regular
C01958,14,33,291381.12,3,2,2,322,Regular
C01959,8,33,162570.89,4,2,1,421,New
C01960,8,39,431790.93,4,4,5,445,Champions
C01961,14,35,305600.3,3,3,3,333,Loyal
C01962,14,30,189841.83,3,2,1,321,Regular
C01963,30,28,319436.24,2,1,3,213,At Risk
C01964,14,28,292771.44,3,1,3,313,Regular
C01965,11,42,426146.88,4,5,5,455,Champions
C01966,8,36,357020.42,4,4,4,444,Champions
C01967,7,39,297218.27,4,4,3,443,Loyal
C01968,83,33,318440.02,1,2,3,123,At Risk
C01969,40,29,245179.99000000002,1,1,2,112,At Risk
C01970,29,41,354961.0,2,5,4,254,Regular
C01971,24,25,257517.58,2,1,2,212,At Risk
C01972,35,38,328197.26,1,4,3,143,Regular
C01973,75,38,428150.82,1,4,5,145,Regular
C01974,17,35,289397.53,3,3,2,332,Loyal
C01975,16,29,316877.77,3,1,3,313,Regular
C01976,23,32,326165.65,2,2,3,223,At Risk
C01977,31,35,219604.63999999998,2,3,1,231,Regular
C01978,18,39,293769.78,3,4,3,343,Loyal
C01979,6,43,424331.21,4,5,5,455,Champions
C01980,16,38,283206.8,3,4,2,342,Loyal
C01981,44,26,160986.04,1,1,1,111,At Risk
C01982,53,45,482919.53,1,5,5,155,Regular
C01983,1,34,419952.55,5,3,5,535,Loyal
C01984,25,40,480027.16000000003,2,5,5,255,Regular
C01985,15,36,308717.73,3,4,3,343,Loyal
C01986,3,36,338375.08,5,4,4,544,Champions
C01987,31,28,244301.25,2,1,2,212,At Risk
C01988,61,37,296450.57,1,4,3,143,Regular
C01989,5,56,481035.56,5,5,5,555,Champions
C01990,13,35,269108.96,3,3,2,332,Loyal
C01991,42,34,225493.65,1,3,1,131,Regular
C01992,5,47,406355.93,5,5,5,555,Champions
C01993,88,28,227636.59,1,1,1,111,At Risk
C01994,7,40,304896.25,4,5,3,453,Loyal
C01995,10,37,412133.02999999997,4,4,5,445,Champions
C01996,11,29,239258.21000000002,4,1,1,411,New
C01997,40,35,247965.31,1,3,2,132,Regular
C01998,28,38,275077.29,2,4,2,242,Regular
C01999,40,36,288460.93,1,4,2,142,Regular
C02000,12,32,218772.57,3,2,1,321,Regular
