customer_id,age,gender,city,occupation,annual_income,card_type,credit_limit,join_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,avg_txn_value,total_spend,credit_utilization,clv_simple,is_outlier_spend,cluster,cluster_label,credit_risk
C01663,26,F,Chennai,Salaried,96471.91,Gold,250000,2023-07-28,35,29,222448.87,1,1,1,111,At Risk,7670.650689655172,222448.87,0.88979548,444897.74,False,2,Low Value,High Risk
C01664,50,M,Kolkata,Student,100824.38,Platinum,500000,2024-04-06,22,24,261434.58000000002,2,1,2,212,At Risk,10893.1075,261434.58000000002,0.52286916,522869.16000000003,False,0,Mid Value,Medium Risk
C01665,58,M,Pune,Salaried,94944.97,Signature,1000000,2019-06-29,40,33,231151.61000000002,1,2,1,121,At Risk,7004.594242424243,231151.61000000002,0.23115161,462303.22000000003,False,0,Mid Value,Low Risk
C01666,37,F,Kolkata,Student,93942.73,Silver,100000,2022-03-15,18,38,227042.44,3,4,1,341,Loyal,5974.801052631579,227042.44,1.0,454084.88,False,2,Low Value,High Risk
C01667,32,M,Kolkata,Student,113452.35,Platinum,500000,2020-01-20,27,45,588871.98,2,5,5,255,Regular,13086.044,588871.98,1.0,1177743.96,True,1,Premium,High Risk
C01668,39,M,Bangalore,Business Owner,90541.58,Silver,100000,2023-03-15,19,32,281730.87,3,2,2,322,Regular,8804.0896875,281730.87,1.0,563461.74,False,2,Low Value,High Risk
C01669,47,F,Mumbai,Salaried,52082.84,Gold,250000,2021-07-30,15,35,381650.31,3,3,4,334,Loyal,10904.29457142857,381650.31,1.0,763300.62,False,1,Premium,High Risk
C01670,55,M,Jaipur,Self Employed,76274.31,Silver,100000,2020-02-19,12,36,258840.17,3,3,2,332,Loyal,7190.004722222223,258840.17,1.0,517680.34,False,2,Low Value,High Risk
C01671,29,F,Pune,Salaried,15000.0,Silver,100000,2020-06-27,20,35,309859.38,2,3,3,233,Regular,8853.125142857143,309859.38,1.0,619718.76,False,2,Low Value,High Risk
C01672,56,M,Pune,Student,97235.43,Signature,1000000,2021-03-24,84,38,384820.60000000003,1,4,4,144,Regular,10126.857894736842,384820.60000000003,0.3848206,769641.2000000001,False,3,High Value,Low Risk
C01673,53,M,Lucknow,Salaried,95144.45,Silver,100000,2021-12-11,9,35,459659.36,4,3,5,435,Loyal,13133.12457142857,459659.36,1.0,919318.72,False,1,Premium,High Risk
C01674,58,M,Pune,Business Owner,62275.75,Silver,100000,2021-10-03,13,23,287555.14,3,1,2,312,Regular,12502.397391304348,287555.14,1.0,575110.28,False,2,Low Value,High Risk
C01675,57,M,Chennai,Self Employed,24783.23,Platinum,500000,2020-03-18,7,43,341745.94,4,5,4,454,Champions,7947.58,341745.94,0.68349188,683491.88,False,1,Premium,Medium Risk
C01676,56,M,Delhi,Retired,53298.46,Gold,250000,2023-02-22,4,30,238216.07,5,2,1,521,New,7940.535666666667,238216.07,0.95286428,476432.14,False,2,Low Value,High Risk
C01677,35,F,Hyderabad,Business Owner,65582.97,Signature,1000000,2024-01-20,10,25,256271.62,4,1,2,412,New,10250.8648,256271.62,0.25627162,512543.24,False,0,Mid Value,Low Risk
C01678,39,F,Chennai,Salaried,92626.18,Silver,100000,2023-06-25,7,46,404854.82,4,5,5,455,Champions,8801.191739130434,404854.82,1.0,809709.6399999999,False,1,Premium,High Risk
C01679,48,F,Chennai,Retired,56097.47,Silver,100000,2019-09-21,14,23,192181.63,3,1,1,311,Regular,8355.723043478261,192181.63,1.0,384363.26,False,2,Low Value,High Risk
C01680,37,M,Mumbai,Business Owner,38045.32,Platinum,500000,2023-10-16,1,44,410632.98,5,5,5,555,Champions,9332.567727272726,410632.98,0.82126596,821265.96,False,1,Premium,High Risk
C01681,35,F,Pune,Self Employed,52322.39,Gold,250000,2022-10-03,9,39,361221.46,4,4,4,444,Champions,9262.088717948718,361221.46,1.0,722442.92,False,1,Premium,High Risk
C01682,61,F,Delhi,Business Owner,32397.95,Platinum,500000,2021-12-02,28,42,372982.8,2,5,4,254,Regular,8880.542857142857,372982.8,0.7459656,745965.6,False,1,Premium,Medium Risk
C01683,36,F,Mumbai,Retired,15000.0,Gold,250000,2021-04-23,19,33,354073.1,3,2,4,324,Regular,10729.487878787879,354073.1,1.0,708146.2,False,1,Premium,High Risk
C01684,54,F,Hyderabad,Business Owner,77529.9,Gold,250000,2023-05-29,10,37,356188.26,4,4,4,444,Champions,9626.70972972973,356188.26,1.0,712376.52,False,1,Premium,High Risk
C01685,35,F,Delhi,Student,15000.0,Gold,250000,2022-10-01,80,35,345288.58999999997,1,3,4,134,Regular,9865.388285714285,345288.58999999997,1.0,690577.1799999999,False,3,High Value,High Risk
C01686,22,M,Lucknow,Salaried,119829.76,Platinum,500000,2023-04-12,9,42,478231.81,4,5,5,455,Champions,11386.471666666666,478231.81,0.95646362,956463.62,False,1,Premium,High Risk
C01687,29,M,Chennai,Salaried,38716.47,Silver,100000,2021-09-10,11,22,118123.67,4,1,1,411,New,5369.257727272728,118123.67,1.0,236247.34000000003,False,2,Low Value,High Risk
C01688,60,F,Hyderabad,Retired,15000.0,Platinum,500000,2021-04-30,41,28,214854.92,1,1,1,111,At Risk,7673.39,214854.92,0.42970984,429709.84,False,0,Mid Value,Low Risk
C01689,26,F,Pune,Salaried,88403.8,Silver,100000,2022-09-27,52,41,441697.31,1,5,5,155,Regular,10773.10512195122,441697.31,1.0,883394.62,False,1,Premium,High Risk
C01690,28,M,Pune,Salaried,69024.88,Silver,100000,2023-08-09,1,34,263902.54,5,3,2,532,Loyal,7761.839411764705,263902.54,1.0,527805.08,False,2,Low Value,High Risk
C01691,22,F,Jaipur,Salaried,74729.04,Signature,1000000,2021-01-01,23,43,411503.05000000005,2,5,5,255,Regular,9569.838372093025,411503.05000000005,0.41150305000000004,823006.1000000002,False,1,Premium,Low Risk
C01692,56,M,Kolkata,Student,75848.65,Gold,250000,2023-11-28,6,34,384753.76,4,3,4,434,Loyal,11316.28705882353,384753.76,1.0,769507.52,False,1,Premium,High Risk
C01693,54,F,Mumbai,Self Employed,56037.16,Gold,250000,2021-05-08,14,46,370908.57,3,5,4,354,Loyal,8063.229782608696,370908.57,1.0,741817.14,False,1,Premium,High Risk
C01694,46,M,Chennai,Business Owner,77833.76,Silver,100000,2022-07-17,12,32,231941.96,3,2,1,321,Regular,7248.18625,231941.96,1.0,463883.92,False,2,Low Value,High Risk
C01695,35,F,Lucknow,Self Employed,93358.82,Silver,100000,2022-04-27,4,45,467962.36,5,5,5,555,Champions,10399.163555555555,467962.36,1.0,935924.72,False,1,Premium,High Risk
C01696,54,M,Delhi,Business Owner,36332.35,Silver,100000,2021-07-11,45,29,190576.41,1,1,1,111,At Risk,6571.600344827586,190576.41,1.0,381152.82,False,2,Low Value,High Risk
C01697,29,M,Bangalore,Business Owner,72143.67,Silver,100000,2022-10-25,15,39,283292.43,3,4,2,342,Loyal,7263.908461538462,283292.43,1.0,566584.86,False,2,Low Value,High Risk
C01698,44,M,Chennai,Salaried,60197.99,Gold,250000,2023-04-02,9,44,544985.63,4,5,5,455,Champions,12386.037045454546,544985.63,1.0,1089971.26,False,1,Premium,High Risk
C01699,52,F,Jaipur,Business Owner,15000.0,Gold,250000,2019-10-27,1,41,281866.61,5,5,2,552,Loyal,6874.795365853658,281866.61,1.0,563733.22,False,2,Low Value,High Risk
C01700,42,F,Delhi,Self Employed,112897.83,Platinum,500000,2019-07-21,13,44,239137.5,3,5,1,351,Loyal,5434.943181818182,239137.5,0.478275,478275.0,False,0,Mid Value,Low Risk
C01701,46,M,Kolkata,Salaried,87134.24,Silver,100000,2022-07-20,20,42,406331.06,2,5,5,255,Regular,9674.549047619048,406331.06,1.0,812662.12,False,1,Premium,High Risk
C01702,60,F,Hyderabad,Business Owner,48295.4,Platinum,500000,2023-09-09,13,35,258385.77,3,3,2,332,Loyal,7382.4505714285715,258385.77,0.51677154,516771.54,False,0,Mid Value,Medium Risk
C01703,57,M,Kolkata,Salaried,62112.78,Gold,250000,2023-11-20,72,23,258034.63,1,1,2,112,At Risk,11218.89695652174,258034.63,1.0,516069.26,False,3,High Value,High Risk
C01704,32,M,Chennai,Self Employed,15000.0,Platinum,500000,2020-11-18,8,40,352327.02,4,5,4,454,Champions,8808.175500000001,352327.02,0.7046540400000001,704654.04,False,1,Premium,Medium Risk
C01705,62,F,Jaipur,Self Employed,15000.0,Gold,250000,2021-10-29,7,37,267482.92,4,4,2,442,Loyal,7229.268108108107,267482.92,1.0,534965.84,False,2,Low Value,High Risk
C01706,29,F,Jaipur,Salaried,68054.05,Silver,100000,2021-11-10,22,39,381502.92,2,4,4,244,Regular,9782.126153846153,381502.92,1.0,763005.84,False,1,Premium,High Risk
C01707,25,M,Hyderabad,Salaried,100121.27,Silver,100000,2022-02-19,37,47,368291.55,1,5,4,154,Regular,7835.990425531914,368291.55,1.0,736583.1,False,1,Premium,High Risk
C01708,25,M,Lucknow,Business Owner,106368.13,Silver,100000,2021-09-12,5,30,149509.55,5,2,1,521,New,4983.651666666667,149509.55,1.0,299019.1,False,2,Low Value,High Risk
C01709,54,F,Bangalore,Salaried,81058.5,Platinum,500000,2024-04-14,22,35,296948.73,2,3,3,233,Regular,8484.249428571427,296948.73,0.59389746,593897.46,False,0,Mid Value,Medium Risk
C01710,57,F,Kolkata,Salaried,15000.0,Platinum,500000,2020-12-15,11,32,331789.73,4,2,3,423,New,10368.4290625,331789.73,0.66357946,663579.46,False,0,Mid Value,Medium Risk
C01711,40,M,Lucknow,Business Owner,44415.42,Gold,250000,2020-06-15,2,38,284476.25,5,4,2,542,Loyal,7486.2171052631575,284476.25,1.0,568952.5,False,2,Low Value,High Risk
C01712,24,F,Kolkata,Retired,81659.76,Silver,100000,2019-10-28,6,43,348138.35000000003,4,5,4,454,Champions,8096.24069767442,348138.35000000003,1.0,696276.7000000001,False,1,Premium,High Risk
C01713,41,F,Kolkata,Self Employed,112218.8,Silver,100000,2022-07-10,12,37,357808.77,3,4,4,344,Loyal,9670.507297297298,357808.77,1.0,715617.54,False,1,Premium,High Risk
C01714,28,F,Delhi,Salaried,76966.58,Platinum,500000,2022-02-26,50,37,334306.8,1,4,4,144,Regular,9035.318918918918,334306.8,0.6686136,668613.6,False,3,High Value,Medium Risk
C01715,50,M,Jaipur,Student,105233.5,Signature,1000000,2022-08-03,8,40,389978.08,4,5,5,455,Champions,9749.452000000001,389978.08,0.38997808,779956.1600000001,False,0,Mid Value,Low Risk
C01716,31,M,Kolkata,Self Employed,105626.6,Platinum,500000,2020-12-04,34,32,227400.56,2,2,1,221,At Risk,7106.2675,227400.56,0.45480112,454801.12,False,0,Mid Value,Low Risk
C01717,52,M,Jaipur,Self Employed,156587.42,Gold,250000,2019-11-08,24,36,261124.73,2,3,2,232,Regular,7253.464722222223,261124.73,1.0,522249.4600000001,False,2,Low Value,High Risk
C01718,30,M,Mumbai,Self Employed,86460.72,Silver,100000,2021-10-13,56,29,332885.91000000003,1,1,4,114,At Risk,11478.824482758622,332885.91000000003,1.0,665771.8200000001,False,3,High Value,High Risk
C01719,34,F,Mumbai,Retired,67096.89,Platinum,500000,2023-03-15,41,39,293698.52,1,4,3,143,Regular,7530.7312820512825,293698.52,0.58739704,587397.04,False,0,Mid Value,Medium Risk
C01720,41,M,Pune,Retired,106129.79,Silver,100000,2020-09-12,17,46,481357.41000000003,3,5,5,355,Loyal,10464.291521739131,481357.41000000003,1.0,962714.8200000001,False,1,Premium,High Risk
C01721,38,F,Bangalore,Salaried,64143.92,Gold,250000,2023-02-04,9,27,204942.88999999998,4,1,1,411,New,7590.477407407407,204942.88999999998,0.81977156,409885.77999999997,False,2,Low Value,High Risk
C01722,24,M,Mumbai,Student,48218.28,Silver,100000,2019-05-21,21,35,291185.0,2,3,2,232,Regular,8319.57142857143,291185.0,1.0,582370.0,False,2,Low Value,High Risk
C01723,44,M,Hyderabad,Salaried,37944.38,Silver,100000,2020-05-26,16,40,362959.3,3,5,4,354,Loyal,9073.9825,362959.3,1.0,725918.6,False,1,Premium,High Risk
C01724,44,F,Chennai,Business Owner,80362.43,Gold,250000,2021-03-20,34,39,330945.68,2,4,3,243,Regular,8485.786666666667,330945.68,1.0,661891.36,False,2,Low Value,High Risk
C01725,24,M,Hyderabad,Salaried,47783.09,Gold,250000,2019-12-23,30,34,387437.79000000004,2,3,4,234,Regular,11395.22911764706,387437.79000000004,1.0,774875.5800000001,False,1,Premium,High Risk
C01726,34,F,Mumbai,Business Owner,15000.0,Platinum,500000,2022-07-28,5,31,257544.62,5,2,2,522,New,8307.890967741936,257544.62,0.51508924,515089.24000000005,False,0,Mid Value,Medium Risk
C01727,64,M,Mumbai,Business Owner,69640.08,Gold,250000,2022-03-11,8,35,378030.85,4,3,4,434,Loyal,10800.881428571427,378030.85,1.0,756061.6999999998,False,1,Premium,High Risk
C01728,38,F,Delhi,Salaried,40659.31,Silver,100000,2021-10-04,11,37,412919.06,4,4,5,445,Champions,11159.974594594594,412919.06,1.0,825838.12,False,1,Premium,High Risk
C01729,43,M,Bangalore,Salaried,121186.58,Platinum,500000,2023-01-08,6,35,310242.7,4,3,3,433,Loyal,8864.077142857142,310242.7,0.6204854000000001,620485.4,False,0,Mid Value,Medium Risk
C01730,52,F,Lucknow,Business Owner,17065.33,Signature,1000000,2022-07-05,3,36,296124.93,5,3,3,533,Loyal,8225.6925,296124.93,0.29612493,592249.86,False,0,Mid Value,Low Risk
C01731,62,M,Bangalore,Student,46692.73,Signature,1000000,2019-11-27,11,34,340950.32999999996,4,3,4,434,Loyal,10027.95088235294,340950.32999999996,0.34095032999999997,681900.6599999999,False,0,Mid Value,Low Risk
C01732,55,F,Jaipur,Salaried,35984.46,Signature,1000000,2022-06-12,18,36,288323.56,3,3,2,332,Loyal,8008.987777777777,288323.56,0.28832356,576647.12,False,0,Mid Value,Low Risk
C01733,45,F,Bangalore,Self Employed,118511.35,Gold,250000,2022-06-05,4,41,373624.48,5,5,4,554,Champions,9112.79219512195,373624.48,1.0,747248.96,False,1,Premium,High Risk
C01734,22,M,Lucknow,Retired,46887.26,Gold,250000,2023-05-17,77,34,256805.09,1,3,2,132,Regular,7553.090882352941,256805.09,1.0,513610.18,False,3,High Value,High Risk
C01735,58,M,Delhi,Self Employed,37339.2,Gold,250000,2020-06-17,3,36,352285.66,5,3,4,534,Loyal,9785.712777777777,352285.66,1.0,704571.32,False,1,Premium,High Risk
C01736,52,F,Chennai,Salaried,86844.18,Silver,100000,2021-01-31,44,39,293255.08,1,4,3,143,Regular,7519.361025641026,293255.08,1.0,586510.16,False,2,Low Value,High Risk
C01737,34,M,Lucknow,Salaried,123348.08,Gold,250000,2021-04-11,3,38,371915.83,5,4,4,544,Champions,9787.258684210527,371915.83,1.0,743831.66,False,1,Premium,High Risk
C01738,60,M,Jaipur,Salaried,89203.75,Signature,1000000,2021-03-09,21,38,457449.55,2,4,5,245,Regular,12038.146052631579,457449.55,0.45744955,914899.1,False,1,Premium,Low Risk
C01739,26,F,Hyderabad,Salaried,103628.1,Platinum,500000,2023-02-16,45,25,183175.7,1,1,1,111,At Risk,7327.028,183175.7,0.36635140000000005,366351.4,False,0,Mid Value,Low Risk
C01740,35,F,Bangalore,Retired,117088.86,Gold,250000,2024-01-05,29,43,213075.71,2,5,1,251,Regular,4955.249069767442,213075.71,0.85230284,426151.42000000004,False,2,Low Value,High Risk
C01741,37,M,Hyderabad,Student,19381.63,Silver,100000,2019-12-01,5,50,434897.5,5,5,5,555,Champions,8697.95,434897.5,1.0,869795.0000000001,False,1,Premium,High Risk
C01742,23,M,Pune,Retired,94936.33,Signature,1000000,2020-09-10,1,35,304364.85,5,3,3,533,Loyal,8696.138571428572,304364.85,0.30436484999999996,608729.7,False,0,Mid Value,Low Risk
C01743,35,F,Lucknow,Salaried,103917.74,Gold,250000,2020-06-24,19,23,278382.33,3,1,2,312,Regular,12103.579565217393,278382.33,1.0,556764.66,False,2,Low Value,High Risk
C01744,43,F,Delhi,Business Owner,66830.94,Platinum,500000,2021-09-17,12,31,234195.87,3,2,1,321,Regular,7554.705483870967,234195.87,0.46839174,468391.74,False,0,Mid Value,Low Risk
C01745,41,M,Hyderabad,Salaried,43033.56,Platinum,500000,2023-09-04,17,38,301951.83,3,4,3,343,Loyal,7946.100789473685,301951.83,0.6039036600000001,603903.66,False,0,Mid Value,Medium Risk
C01746,46,M,Pune,Business Owner,67741.04,Platinum,500000,2024-04-25,19,37,294187.21,3,4,3,343,Loyal,7951.005675675677,294187.21,0.5883744200000001,588374.42,False,0,Mid Value,Medium Risk
C01747,64,F,Hyderabad,Self Employed,122329.33,Signature,1000000,2022-02-17,7,41,394817.06,4,5,5,455,Champions,9629.684390243903,394817.06,0.39481706,789634.1200000001,False,0,Mid Value,Low Risk
C01748,64,M,Ahmedabad,Self Employed,89907.94,Gold,250000,2024-03-24,31,38,440817.82,2,4,5,245,Regular,11600.468947368421,440817.82,1.0,881635.64,False,1,Premium,High Risk
C01749,49,M,Delhi,Retired,103035.33,Silver,100000,2024-02-09,32,42,366697.95,2,5,4,254,Regular,8730.903571428571,366697.95,1.0,733395.8999999999,False,1,Premium,High Risk
C01750,25,F,Delhi,Salaried,73553.12,Gold,250000,2022-03-14,11,36,360106.31,4,3,4,434,Loyal,10002.953055555556,360106.31,1.0,720212.62,False,1,Premium,High Risk
C01751,42,M,Pune,Salaried,74217.46,Silver,100000,2019-02-22,11,40,308967.34,4,5,3,453,Loyal,7724.183500000001,308967.34,1.0,617934.68,False,2,Low Value,High Risk
C01752,52,M,Lucknow,Salaried,57406.97,Gold,250000,2022-12-22,5,38,438089.14,5,4,5,545,Champions,11528.661578947369,438089.14,1.0,876178.28,False,1,Premium,High Risk
C01753,35,M,Bangalore,Salaried,15000.0,Silver,100000,2023-08-21,5,34,237032.8,5,3,1,531,Loyal,6971.55294117647,237032.8,1.0,474065.6,False,2,Low Value,High Risk
C01754,29,M,Ahmedabad,Self Employed,94672.97,Gold,250000,2023-11-17,30,33,307231.29000000004,2,2,3,223,At Risk,9310.039090909093,307231.29000000004,1.0,614462.5800000001,False,2,Low Value,High Risk
C01755,39,F,Bangalore,Business Owner,131537.41,Signature,1000000,2024-03-11,4,31,270349.75,5,2,2,522,New,8720.959677419354,270349.75,0.27034975,540699.5,False,0,Mid Value,Low Risk
C01756,44,M,Bangalore,Retired,49185.87,Platinum,500000,2019-01-08,18,37,372187.94,3,4,4,344,Loyal,10059.133513513514,372187.94,0.74437588,744375.88,False,1,Premium,Medium Risk
C01757,34,F,Bangalore,Salaried,77366.02,Silver,100000,2020-10-30,41,29,263167.74,1,1,2,112,At Risk,9074.749655172414,263167.74,1.0,526335.48,False,3,High Value,High Risk
C01758,53,M,Chennai,Retired,67693.19,Gold,250000,2021-06-09,14,34,230123.1,3,3,1,331,Loyal,6768.326470588236,230123.1,0.9204924,460246.2,False,2,Low Value,High Risk
C01759,32,F,Kolkata,Salaried,100468.84,Signature,1000000,2024-03-02,10,32,249978.21,4,2,2,422,New,7811.8190625,249978.21,0.24997820999999998,499956.42,False,0,Mid Value,Low Risk
C01760,41,F,Bangalore,Salaried,75623.78,Silver,100000,2019-11-03,5,36,354599.22000000003,5,3,4,534,Loyal,9849.978333333334,354599.22000000003,1.0,709198.4400000001,False,1,Premium,High Risk
C01761,26,F,Ahmedabad,Self Employed,92444.22,Gold,250000,2023-05-20,4,48,484415.37,5,5,5,555,Champions,10091.986875,484415.37,1.0,968830.74,False,1,Premium,High Risk
C01762,62,M,Kolkata,Salaried,78011.33,Gold,250000,2019-01-06,7,42,378959.0,4,5,4,454,Champions,9022.833333333334,378959.0,1.0,757918.0,False,1,Premium,High Risk
C01763,51,F,Delhi,Salaried,33989.24,Platinum,500000,2021-04-17,20,23,199442.44,2,1,1,211,At Risk,8671.410434782609,199442.44,0.39888488,398884.88,False,0,Mid Value,Low Risk
C01764,34,M,Jaipur,Salaried,112707.35,Silver,100000,2023-02-12,5,26,191071.37,5,1,1,511,New,7348.898846153846,191071.37,1.0,382142.74,False,2,Low Value,High Risk
C01765,42,M,Mumbai,Salaried,88485.28,Silver,100000,2019-10-26,17,32,313339.3,3,2,3,323,Regular,9791.853125,313339.3,1.0,626678.6,False,2,Low Value,High Risk
C01766,52,F,Mumbai,Self Employed,86697.34,Silver,100000,2022-11-19,9,26,230849.07,4,1,1,411,New,8878.810384615384,230849.07,1.0,461698.14,False,2,Low Value,High Risk
C01767,56,M,Pune,Business Owner,45522.71,Platinum,500000,2021-05-13,20,37,346959.66,2,4,4,244,Regular,9377.288108108107,346959.66,0.6939193199999999,693919.32,False,1,Premium,Medium Risk
C01768,37,F,Lucknow,Student,35388.81,Silver,100000,2022-02-09,14,40,352790.84,3,5,4,354,Loyal,8819.771,352790.84,1.0,705581.68,False,1,Premium,High Risk
C01769,44,F,Pune,Salaried,51269.87,Gold,250000,2022-08-14,4,39,422693.33,5,4,5,545,Champions,10838.290512820513,422693.33,1.0,845386.66,False,1,Premium,High Risk
C01770,29,M,Chennai,Self Employed,36379.25,Silver,100000,2021-07-03,20,39,414274.74,2,4,5,245,Regular,10622.42923076923,414274.74,1.0,828549.48,False,1,Premium,High Risk
C01771,46,F,Chennai,Business Owner,77954.92,Silver,100000,2023-10-03,36,37,284861.41,1,4,2,142,Regular,7698.957027027026,284861.41,1.0,569722.82,False,2,Low Value,High Risk
C01772,21,F,Kolkata,Business Owner,50530.04,Silver,100000,2019-02-16,8,31,288753.28,4,2,2,422,New,9314.621935483872,288753.28,1.0,577506.56,False,2,Low Value,High Risk
C01773,38,F,Kolkata,Retired,53621.14,Gold,250000,2022-01-14,9,34,252941.5,4,3,2,432,Loyal,7439.455882352941,252941.5,1.0,505883.0,False,2,Low Value,High Risk
C01774,47,M,Pune,Salaried,29510.51,Silver,100000,2022-10-04,58,34,299838.84,1,3,3,133,Regular,8818.789411764707,299838.84,1.0,599677.68,False,3,High Value,High Risk
C01775,40,F,Ahmedabad,Retired,54584.01,Silver,100000,2019-06-25,34,33,349281.54,2,2,4,224,At Risk,10584.289090909091,349281.54,1.0,698563.08,False,1,Premium,High Risk
C01776,23,M,Hyderabad,Retired,95046.0,Silver,100000,2019-11-02,3,32,360090.98,5,2,4,524,New,11252.843125,360090.98,1.0,720181.96,False,1,Premium,High Risk
C01777,28,M,Lucknow,Salaried,42087.31,Platinum,500000,2020-09-05,11,32,368767.2,4,2,4,424,New,11523.975,368767.2,0.7375344,737534.4,False,1,Premium,Medium Risk
C01778,21,F,Bangalore,Business Owner,38577.65,Silver,100000,2024-06-01,7,36,291264.27,4,3,2,432,Loyal,8090.674166666668,291264.27,1.0,582528.54,False,2,Low Value,High Risk
C01779,51,M,Kolkata,Business Owner,137226.99,Gold,250000,2022-07-09,29,36,328463.0,2,3,3,233,Regular,9123.972222222223,328463.0,1.0,656926.0,False,2,Low Value,High Risk
C01780,39,F,Kolkata,Salaried,15000.0,Gold,250000,2020-12-17,34,23,188280.55000000002,2,1,1,211,At Risk,8186.110869565218,188280.55000000002,0.7531222000000001,376561.10000000003,False,2,Low Value,Medium Risk
C01781,26,F,Hyderabad,Retired,81698.03,Signature,1000000,2023-10-11,5,33,306416.55,5,2,3,523,New,9285.35,306416.55,0.30641655,612833.1,False,0,Mid Value,Low Risk
C01782,41,F,Ahmedabad,Salaried,72376.5,Silver,100000,2021-07-16,8,39,272118.18,4,4,2,442,Loyal,6977.38923076923,272118.18,1.0,544236.36,False,2,Low Value,High Risk
C01783,28,F,Kolkata,Retired,96362.03,Gold,250000,2021-04-26,3,43,415620.39,5,5,5,555,Champions,9665.59046511628,415620.39,1.0,831240.78,False,1,Premium,High Risk
C01784,50,M,Hyderabad,Salaried,23671.8,Gold,250000,2021-11-02,8,31,258253.05,4,2,2,422,New,8330.743548387096,258253.05,1.0,516506.0999999999,False,2,Low Value,High Risk
C01785,47,F,Mumbai,Salaried,37970.75,Gold,250000,2020-06-02,43,43,354951.18,1,5,4,154,Regular,8254.678604651162,354951.18,1.0,709902.36,False,1,Premium,High Risk
C01786,40,F,Lucknow,Salaried,40666.53,Platinum,500000,2020-12-01,25,29,166670.37,2,1,1,211,At Risk,5747.254137931034,166670.37,0.33334073999999997,333340.74,False,0,Mid Value,Low Risk
C01787,40,F,Mumbai,Business Owner,47867.34,Platinum,500000,2020-10-23,19,37,306188.87,3,4,3,343,Loyal,8275.374864864865,306188.87,0.61237774,612377.74,False,0,Mid Value,Medium Risk
C01788,63,M,Jaipur,Student,15000.0,Platinum,500000,2023-10-07,27,36,340987.68,2,4,4,244,Regular,9471.88,340987.68,0.68197536,681975.36,False,0,Mid Value,Medium Risk
C01789,27,M,Ahmedabad,Salaried,36444.3,Gold,250000,2019-02-01,16,37,348068.42,3,4,4,344,Loyal,9407.254594594595,348068.42,1.0,696136.84,False,1,Premium,High Risk
C01790,34,M,Kolkata,Student,89285.66,Silver,100000,2023-05-04,39,43,468938.4,1,5,5,155,Regular,10905.544186046513,468938.4,1.0,937876.8,False,1,Premium,High Risk
C01791,28,F,Bangalore,Business Owner,15000.0,Signature,1000000,2022-02-01,6,49,351836.3,4,5,4,454,Champions,7180.332653061224,351836.3,0.3518363,703672.6,False,0,Mid Value,Low Risk
C01792,35,F,Mumbai,Student,93812.74,Silver,100000,2024-02-26,6,45,464471.52999999997,4,5,5,455,Champions,10321.589555555554,464471.52999999997,1.0,928943.0599999999,False,1,Premium,High Risk
C01793,51,F,Pune,Student,65639.52,Gold,250000,2021-02-09,1,45,366189.28,5,5,4,554,Champions,8137.539555555556,366189.28,1.0,732378.56,False,1,Premium,High Risk
C01794,49,M,Mumbai,Business Owner,80421.92,Signature,1000000,2024-03-03,13,31,285526.99,3,2,2,322,Regular,9210.548064516128,285526.99,0.28552699,571053.98,False,0,Mid Value,Low Risk
C01795,54,F,Pune,Self Employed,78501.34,Gold,250000,2023-03-10,1,25,221734.85,5,1,1,511,New,8869.394,221734.85,0.8869394,443469.7,False,2,Low Value,High Risk
C01796,31,M,Jaipur,Salaried,62384.23,Gold,250000,2020-10-02,17,38,371239.45,3,4,4,344,Loyal,9769.459210526316,371239.45,1.0,742478.9,False,1,Premium,High Risk
C01797,57,M,Hyderabad,Self Employed,90011.96,Platinum,500000,2020-03-19,13,33,406559.94,3,2,5,325,Regular,12319.998181818182,406559.94,0.81311988,813119.88,False,1,Premium,High Risk
C01798,50,M,Pune,Self Employed,23648.31,Silver,100000,2019-08-22,3,36,329890.09,5,4,3,543,Loyal,9163.613611111112,329890.09,1.0,659780.18,False,2,Low Value,High Risk
C01799,55,M,Ahmedabad,Retired,53116.09,Signature,1000000,2022-02-14,59,34,228641.65,1,3,1,131,Regular,6724.754411764706,228641.65,0.22864165,457283.3,False,0,Mid Value,Low Risk
C01800,58,M,Chennai,Business Owner,118135.84,Silver,100000,2021-03-15,1,31,331681.3,5,2,3,523,New,10699.396774193548,331681.3,1.0,663362.6,False,2,Low Value,High Risk
C01801,55,M,Lucknow,Business Owner,23833.32,Silver,100000,2023-11-29,26,29,206995.87,2,1,1,211,At Risk,7137.788620689655,206995.87,1.0,413991.74,False,2,Low Value,High Risk
C01802,39,M,Chennai,Business Owner,64397.47,Platinum,500000,2019-01-01,14,37,272738.11,3,4,2,342,Loyal,7371.30027027027,272738.11,0.54547622,545476.22,False,0,Mid Value,Medium Risk
C01803,51,F,Chennai,Salaried,23493.38,Signature,1000000,2021-10-18,1,36,357004.66,5,4,4,544,Champions,9916.79611111111,357004.66,0.35700466,714009.32,False,0,Mid Value,Low Risk
C01804,46,M,Ahmedabad,Salaried,98122.87,Gold,250000,2019-05-28,17,41,440861.73,3,5,5,355,Loyal,10752.725121951218,440861.73,1.0,881723.4599999998,False,1,Premium,High Risk
