transaction_id,customer_id,merchant_id,merchant_category,transaction_date,amount
T0067892,C01935,M0012,Groceries,2024-10-31,2948.16
T0067893,C01935,M0044,Fuel,2025-03-14,2216.12
T0067894,C01935,M0025,Dining,2025-07-09,439.37
T0067895,C01935,M0121,Entertainment,2025-10-07,723.12
T0067896,C01935,M0070,Electronics,2025-05-02,4335.03
T0067897,C01935,M0045,Fuel,2024-02-20,2820.45
T0067898,C01935,M0130,Entertainment,2024-11-04,2350.54
T0067899,C01935,M0063,Electronics,2024-11-04,24870.84
T0067900,C01935,M0107,Healthcare,2024-04-05,16901.46
T0067901,C01935,M0073,Electronics,2025-09-13,36368.68
T0067902,C01935,M0103,Bills & Utilities,2025-12-13,4910.96
T0067903,C01936,M0061,Electronics,2025-08-10,52999.61
T0067904,C01936,M0010,Groceries,2024-06-08,891.89
T0067905,C01936,M0103,Bills & Utilities,2024-03-04,485.11
T0067906,C01936,M0079,Fashion,2025-11-01,4792.82
T0067907,C01936,M0045,Fuel,2024-04-27,882.35
T0067908,C01936,M0078,Fashion,2025-02-13,7633.24
T0067909,C01936,M0010,Groceries,2025-12-07,967.14
T0067910,C01936,M0118,Healthcare,2025-10-22,13836.45
T0067911,C01936,M0085,Fashion,2025-02-17,7884.87
T0067912,C01936,M0084,Fashion,2025-04-04,10082.18
T0067913,C01936,M0019,Dining,2024-06-24,1314.31
T0067914,C01936,M0102,Bills & Utilities,2025-11-30,968.0
T0067915,C01936,M0046,Travel,2025-11-16,8488.79
T0067916,C01936,M0080,Fashion,2024-05-21,3527.58
T0067917,C01936,M0013,Groceries,2024-12-20,2034.21
T0067918,C01936,M0135,Entertainment,2025-04-07,681.28
T0067919,C01936,M0126,Entertainment,2025-01-22,2320.13
T0067920,C01936,M0117,Healthcare,2024-11-16,2479.37
T0067921,C01936,M0055,Travel,2024-01-11,24806.21
T0067922,C01936,M0140,Online Shopping,2024-12-04,18179.25
T0067923,C01936,M0026,Dining,2024-07-22,1518.32
T0067924,C01936,M0141,Online Shopping,2024-04-16,6955.57
T0067925,C01936,M0118,Healthcare,2024-10-06,11640.14
T0067926,C01936,M0037,Fuel,2025-02-26,3241.12
T0067927,C01936,M0128,Entertainment,2025-10-30,409.98
T0067928,C01936,M0133,Entertainment,2025-12-18,620.07
T0067929,C01936,M0126,Entertainment,2025-12-11,1161.04
T0067930,C01936,M0119,Healthcare,2025-03-09,12694.85
T0067931,C01936,M0066,Electronics,2024-11-10,27947.22
T0067932,C01936,M0030,Dining,2025-03-29,1251.18
T0067933,C01936,M0095,Bills & Utilities,2024-05-14,7750.69
T0067934,C01936,M0017,Dining,2024-07-06,346.02
T0067935,C01936,M0133,Entertainment,2025-12-02,2705.29
T0067936,C01936,M0010,Groceries,2024-08-25,2991.54
T0067937,C01936,M0048,Travel,2024-11-03,15443.02
T0067938,C01936,M0097,Bills & Utilities,2025-06-14,1879.79
T0067939,C01936,M0048,Travel,2024-07-14,24808.45
T0067940,C01936,M0093,Bills & Utilities,2024-01-11,4124.04
T0067941,C01936,M0142,Online Shopping,2024-07-22,18049.94
T0067942,C01937,M0086,Fashion,2025-03-11,14576.15
T0067943,C01937,M0112,Healthcare,2024-07-10,689.31
T0067944,C01937,M0108,Healthcare,2024-12-21,15807.19
T0067945,C01937,M0037,Fuel,2025-06-13,2398.56
T0067946,C01937,M0138,Online Shopping,2024-05-07,12131.56
T0067947,C01937,M0029,Dining,2025-09-23,2337.39
T0067948,C01937,M0135,Entertainment,2024-08-09,2136.39
T0067949,C01937,M0034,Fuel,2024-09-18,3332.39
T0067950,C01937,M0095,Bills & Utilities,2024-10-20,3085.09
T0067951,C01937,M0051,Travel,2024-05-30,30985.12
T0067952,C01937,M0097,Bills & Utilities,2025-09-12,395.06
T0067953,C01937,M0080,Fashion,2025-03-02,11433.03
T0067954,C01937,M0114,Healthcare,2024-12-29,3591.98
T0067955,C01937,M0111,Healthcare,2024-05-17,16722.62
T0067956,C01937,M0131,Entertainment,2025-03-31,1001.05
T0067957,C01937,M0132,Entertainment,2024-05-13,922.54
T0067958,C01937,M0063,Electronics,2025-06-22,40294.51
T0067959,C01937,M0042,Fuel,2025-06-25,1801.69
T0067960,C01937,M0112,Healthcare,2024-01-14,4596.21
T0067961,C01937,M0066,Electronics,2024-07-06,22942.63
T0067962,C01937,M0114,Healthcare,2025-05-30,18843.45
T0067963,C01937,M0080,Fashion,2024-09-12,11928.82
T0067964,C01937,M0085,Fashion,2025-02-03,10804.98
T0067965,C01937,M0077,Fashion,2025-09-07,627.03
T0067966,C01937,M0068,Electronics,2025-04-13,26032.94
T0067967,C01937,M0070,Electronics,2025-02-13,16687.86
T0067968,C01937,M0111,Healthcare,2024-10-28,929.54
T0067969,C01937,M0080,Fashion,2025-10-31,14988.53
T0067970,C01937,M0106,Healthcare,2025-09-05,15014.41
T0067971,C01937,M0009,Groceries,2024-08-13,2910.81
T0067972,C01937,M0113,Healthcare,2024-12-17,8281.82
T0067973,C01937,M0016,Dining,2025-02-17,2207.34
T0067974,C01938,M0052,Travel,2025-06-12,31592.61
T0067975,C01938,M0126,Entertainment,2024-03-04,2989.32
T0067976,C01938,M0002,Groceries,2025-08-23,2645.77
T0067977,C01938,M0087,Fashion,2025-01-19,2444.45
T0067978,C01938,M0120,Healthcare,2024-05-26,8388.12
T0067979,C01938,M0091,Bills & Utilities,2025-01-25,3266.52
T0067980,C01938,M0100,Bills & Utilities,2024-07-18,6040.37
T0067981,C01938,M0087,Fashion,2024-09-29,9487.01
T0067982,C01938,M0075,Electronics,2024-12-31,26317.05
T0067983,C01938,M0003,Groceries,2024-10-04,572.98
T0067984,C01938,M0021,Dining,2024-12-13,600.03
T0067985,C01938,M0057,Travel,2024-07-08,34314.95
T0067986,C01938,M0051,Travel,2024-05-06,10646.04
T0067987,C01938,M0121,Entertainment,2025-04-11,1635.77
T0067988,C01938,M0048,Travel,2024-10-10,11128.86
T0067989,C01938,M0108,Healthcare,2024-03-09,13116.13
T0067990,C01938,M0127,Entertainment,2024-08-01,1974.27
T0067991,C01938,M0118,Healthcare,2024-12-09,14233.34
T0067992,C01938,M0070,Electronics,2024-01-05,47362.33
T0067993,C01938,M0001,Groceries,2024-10-11,297.02
T0067994,C01938,M0083,Fashion,2025-03-01,4072.83
T0067995,C01938,M0005,Groceries,2024-02-20,2030.47
T0067996,C01938,M0147,Online Shopping,2024-10-01,9730.47
T0067997,C01938,M0049,Travel,2025-11-15,19631.32
T0067998,C01938,M0079,Fashion,2025-05-24,14495.14
T0067999,C01938,M0099,Bills & Utilities,2024-05-14,2418.84
T0068000,C01938,M0027,Dining,2025-08-24,178.74
T0068001,C01938,M0034,Fuel,2025-07-16,2931.1
T0068002,C01938,M0009,Groceries,2024-10-27,1727.75
T0068003,C01938,M0001,Groceries,2024-08-29,1114.58
T0068004,C01938,M0108,Healthcare,2025-09-23,14444.35
T0068005,C01938,M0024,Dining,2025-10-11,734.79
T0068006,C01938,M0097,Bills & Utilities,2024-02-03,6305.62
T0068007,C01939,M0086,Fashion,2025-08-13,10502.0
T0068008,C01939,M0054,Travel,2024-01-25,38136.01
T0068009,C01939,M0044,Fuel,2025-12-01,872.88
T0068010,C01939,M0135,Entertainment,2025-11-20,512.17
T0068011,C01939,M0013,Groceries,2024-03-29,1348.23
T0068012,C01939,M0069,Electronics,2024-03-29,7245.4
T0068013,C01939,M0104,Bills & Utilities,2025-08-12,3913.54
T0068014,C01939,M0090,Fashion,2025-05-09,9003.86
T0068015,C01939,M0142,Online Shopping,2025-12-21,2382.98
T0068016,C01939,M0038,Fuel,2024-07-04,1617.33
T0068017,C01939,M0029,Dining,2024-11-07,702.8
T0068018,C01939,M0102,Bills & Utilities,2024-02-14,6422.38
T0068019,C01939,M0122,Entertainment,2025-03-24,1517.79
T0068020,C01939,M0145,Online Shopping,2024-05-24,13292.84
T0068021,C01939,M0144,Online Shopping,2025-11-08,8709.84
T0068022,C01939,M0022,Dining,2025-12-21,2049.54
T0068023,C01939,M0054,Travel,2025-09-19,31528.76
T0068024,C01939,M0115,Healthcare,2025-10-07,3674.13
T0068025,C01939,M0063,Electronics,2024-12-02,6740.83
T0068026,C01939,M0041,Fuel,2024-12-26,2002.18
T0068027,C01939,M0116,Healthcare,2025-02-27,5578.28
T0068028,C01939,M0075,Electronics,2024-10-10,55037.56
T0068029,C01939,M0050,Travel,2024-05-14,33849.27
T0068030,C01939,M0065,Electronics,2025-07-05,15450.46
T0068031,C01939,M0061,Electronics,2024-12-26,35905.19
T0068032,C01939,M0070,Electronics,2024-03-14,13953.49
T0068033,C01939,M0015,Groceries,2024-01-16,1592.17
T0068034,C01939,M0119,Healthcare,2025-11-06,15845.24
T0068035,C01939,M0021,Dining,2025-02-08,1557.78
T0068036,C01939,M0115,Healthcare,2025-08-30,18837.14
T0068037,C01939,M0060,Travel,2024-08-02,24821.14
T0068038,C01939,M0028,Dining,2025-08-20,1852.4
T0068039,C01939,M0128,Entertainment,2025-12-14,873.82
T0068040,C01939,M0096,Bills & Utilities,2024-05-31,1814.5
T0068041,C01939,M0146,Online Shopping,2024-05-24,18836.75
T0068042,C01939,M0129,Entertainment,2024-12-05,2467.38
T0068043,C01939,M0009,Groceries,2024-05-06,223.29
T0068044,C01939,M0124,Entertainment,2025-08-23,2171.07
T0068045,C01939,M0007,Groceries,2025-11-16,1694.47
T0068046,C01940,M0089,Fashion,2025-10-27,5800.55
T0068047,C01940,M0118,Healthcare,2024-09-18,4613.98
T0068048,C01940,M0014,Groceries,2025-12-01,399.09
T0068049,C01940,M0067,Electronics,2025-08-17,5845.59
T0068050,C01940,M0093,Bills & Utilities,2025-12-22,7810.12
T0068051,C01940,M0139,Online Shopping,2025-05-04,18887.82
T0068052,C01940,M0067,Electronics,2024-08-16,36810.61
T0068053,C01940,M0119,Healthcare,2025-01-25,3928.21
T0068054,C01940,M0086,Fashion,2025-08-27,1135.55
T0068055,C01940,M0090,Fashion,2024-11-30,709.25
T0068056,C01940,M0115,Healthcare,2024-10-11,10245.91
T0068057,C01940,M0103,Bills & Utilities,2025-04-04,1200.46
T0068058,C01940,M0087,Fashion,2024-02-16,13136.7
T0068059,C01940,M0068,Electronics,2025-11-12,8486.35
T0068060,C01940,M0040,Fuel,2024-07-26,1625.22
T0068061,C01940,M0108,Healthcare,2024-09-24,481.37
T0068062,C01940,M0103,Bills & Utilities,2024-03-12,2367.7
T0068063,C01940,M0002,Groceries,2025-07-20,1099.11
T0068064,C01940,M0107,Healthcare,2025-02-12,19830.37
T0068065,C01940,M0082,Fashion,2024-05-13,2885.4
T0068066,C01940,M0024,Dining,2025-10-08,1702.03
T0068067,C01940,M0096,Bills & Utilities,2024-05-24,2668.87
T0068068,C01940,M0002,Groceries,2024-11-21,333.12
T0068069,C01940,M0033,Fuel,2025-03-12,3974.08
T0068070,C01940,M0121,Entertainment,2025-06-08,256.89
T0068071,C01940,M0009,Groceries,2025-06-01,535.53
T0068072,C01940,M0118,Healthcare,2025-01-15,4455.39
T0068073,C01940,M0074,Electronics,2025-03-11,14141.5
T0068074,C01940,M0094,Bills & Utilities,2024-09-03,1646.72
T0068075,C01940,M0122,Entertainment,2024-09-23,2659.87
T0068076,C01940,M0037,Fuel,2025-07-10,1143.9
T0068077,C01941,M0051,Travel,2024-07-06,21724.74
T0068078,C01941,M0037,Fuel,2025-07-02,3867.02
T0068079,C01941,M0047,Travel,2025-04-15,15059.66
T0068080,C01941,M0016,Dining,2025-12-15,2477.86
T0068081,C01941,M0125,Entertainment,2025-12-05,734.38
T0068082,C01941,M0053,Travel,2024-08-24,7436.02
T0068083,C01941,M0074,Electronics,2024-02-14,12114.69
T0068084,C01941,M0144,Online Shopping,2024-06-29,7568.93
T0068085,C01941,M0087,Fashion,2024-02-18,12883.02
T0068086,C01941,M0141,Online Shopping,2025-11-01,3192.46
T0068087,C01941,M0147,Online Shopping,2025-04-18,793.65
T0068088,C01941,M0136,Online Shopping,2025-12-07,9738.89
T0068089,C01941,M0093,Bills & Utilities,2025-01-24,1900.21
T0068090,C01941,M0120,Healthcare,2025-07-28,4025.93
T0068091,C01941,M0043,Fuel,2024-02-01,2085.92
T0068092,C01941,M0008,Groceries,2025-06-07,563.76
T0068093,C01941,M0103,Bills & Utilities,2024-01-26,2992.62
T0068094,C01941,M0013,Groceries,2024-12-10,1734.94
T0068095,C01941,M0130,Entertainment,2024-05-14,1534.19
T0068096,C01941,M0144,Online Shopping,2025-05-31,17282.45
T0068097,C01941,M0079,Fashion,2024-11-13,9313.41
T0068098,C01941,M0066,Electronics,2024-07-29,51059.05
T0068099,C01941,M0087,Fashion,2024-01-26,6913.8
T0068100,C01941,M0105,Bills & Utilities,2025-08-10,3211.04
T0068101,C01941,M0130,Entertainment,2024-04-25,2305.55
T0068102,C01941,M0029,Dining,2025-10-19,229.25
T0068103,C01941,M0118,Healthcare,2024-11-26,13426.46
T0068104,C01941,M0123,Entertainment,2025-08-08,339.02
T0068105,C01941,M0136,Online Shopping,2024-06-05,11580.97
T0068106,C01941,M0147,Online Shopping,2024-07-10,6104.06
T0068107,C01941,M0117,Healthcare,2025-12-05,19735.1
T0068108,C01941,M0026,Dining,2025-01-05,2149.6
T0068109,C01941,M0047,Travel,2024-06-17,7926.67
T0068110,C01941,M0079,Fashion,2025-06-22,2422.37
T0068111,C01941,M0006,Groceries,2025-02-20,2294.15
T0068112,C01942,M0024,Dining,2024-10-06,626.09
T0068113,C01942,M0124,Entertainment,2025-07-08,1087.27
T0068114,C01942,M0113,Healthcare,2024-05-12,13729.54
T0068115,C01942,M0051,Travel,2025-03-13,21153.19
T0068116,C01942,M0108,Healthcare,2024-12-18,866.53
T0068117,C01942,M0128,Entertainment,2025-08-12,2457.36
T0068118,C01942,M0106,Healthcare,2024-12-26,17346.49
T0068119,C01942,M0065,Electronics,2025-12-16,56569.71
T0068120,C01942,M0041,Fuel,2024-02-25,2283.73
T0068121,C01942,M0047,Travel,2025-07-20,13848.45
T0068122,C01942,M0071,Electronics,2025-07-02,8478.02
T0068123,C01942,M0102,Bills & Utilities,2025-08-18,5173.14
T0068124,C01942,M0087,Fashion,2024-03-05,508.54
T0068125,C01942,M0079,Fashion,2025-07-30,4075.72
T0068126,C01942,M0039,Fuel,2024-08-28,847.92
T0068127,C01942,M0089,Fashion,2024-12-21,11244.88
T0068128,C01942,M0023,Dining,2024-06-17,1932.25
T0068129,C01942,M0062,Electronics,2025-02-16,54946.58
T0068130,C01942,M0046,Travel,2024-12-07,29516.65
T0068131,C01942,M0051,Travel,2025-11-15,24336.72
T0068132,C01942,M0135,Entertainment,2025-07-02,442.38
T0068133,C01942,M0093,Bills & Utilities,2024-04-05,4961.33
T0068134,C01942,M0120,Healthcare,2025-10-01,11745.44
T0068135,C01942,M0131,Entertainment,2025-07-02,992.47
T0068136,C01942,M0059,Travel,2024-04-30,3284.94
T0068137,C01942,M0093,Bills & Utilities,2025-04-21,4803.27
T0068138,C01942,M0055,Travel,2024-01-25,16199.4
T0068139,C01942,M0150,Online Shopping,2025-04-14,18408.33
T0068140,C01942,M0111,Healthcare,2024-09-19,17602.76
T0068141,C01942,M0025,Dining,2024-11-15,440.71
T0068142,C01942,M0054,Travel,2024-07-14,33890.41
T0068143,C01942,M0056,Travel,2024-12-24,33499.41
T0068144,C01942,M0023,Dining,2024-09-01,1980.22
T0068145,C01943,M0001,Groceries,2025-12-27,1195.73
T0068146,C01943,M0070,Electronics,2025-10-29,13818.14
T0068147,C01943,M0062,Electronics,2025-04-13,58896.02
T0068148,C01943,M0012,Groceries,2025-08-13,2206.05
T0068149,C01943,M0058,Travel,2025-06-06,37377.81
T0068150,C01943,M0082,Fashion,2025-07-22,12365.07
T0068151,C01943,M0011,Groceries,2025-04-03,2216.5
T0068152,C01943,M0115,Healthcare,2025-05-19,9993.1
T0068153,C01943,M0053,Travel,2024-01-20,36954.97
T0068154,C01943,M0056,Travel,2024-02-24,27238.89
T0068155,C01943,M0084,Fashion,2024-05-28,10007.89
T0068156,C01943,M0064,Electronics,2025-02-16,5567.91
T0068157,C01943,M0039,Fuel,2024-05-25,2835.24
T0068158,C01943,M0022,Dining,2025-08-24,2330.42
T0068159,C01943,M0130,Entertainment,2025-07-06,2958.8
T0068160,C01943,M0091,Bills & Utilities,2024-04-29,6795.09
T0068161,C01943,M0150,Online Shopping,2025-02-22,10044.5
T0068162,C01943,M0128,Entertainment,2025-09-25,1692.43
T0068163,C01943,M0118,Healthcare,2024-09-14,6830.21
T0068164,C01943,M0103,Bills & Utilities,2025-07-06,4840.75
T0068165,C01943,M0078,Fashion,2024-03-11,909.66
T0068166,C01943,M0093,Bills & Utilities,2024-12-08,5464.38
T0068167,C01943,M0045,Fuel,2025-07-23,1496.22
T0068168,C01943,M0030,Dining,2024-02-19,2239.6
T0068169,C01943,M0097,Bills & Utilities,2025-05-08,4790.32
T0068170,C01943,M0073,Electronics,2024-05-23,46428.91
T0068171,C01943,M0128,Entertainment,2024-04-06,1080.57
T0068172,C01943,M0011,Groceries,2025-09-02,1599.85
T0068173,C01943,M0040,Fuel,2024-07-16,2368.33
T0068174,C01943,M0004,Groceries,2024-05-07,217.85
T0068175,C01943,M0146,Online Shopping,2024-07-30,15626.66
T0068176,C01943,M0103,Bills & Utilities,2025-06-02,3633.57
T0068177,C01943,M0110,Healthcare,2024-03-27,16207.03
T0068178,C01943,M0068,Electronics,2025-06-02,30430.5
T0068179,C01943,M0054,Travel,2025-02-22,12545.63
T0068180,C01944,M0079,Fashion,2025-02-15,3020.29
T0068181,C01944,M0077,Fashion,2024-01-26,3395.73
T0068182,C01944,M0125,Entertainment,2024-11-28,735.19
T0068183,C01944,M0137,Online Shopping,2025-04-15,9719.26
T0068184,C01944,M0108,Healthcare,2025-09-25,17779.78
T0068185,C01944,M0115,Healthcare,2024-04-22,9655.1
T0068186,C01944,M0031,Fuel,2024-05-26,1098.71
T0068187,C01944,M0016,Dining,2024-10-22,1414.67
T0068188,C01944,M0080,Fashion,2025-02-04,2551.14
T0068189,C01944,M0069,Electronics,2024-01-19,57023.51
T0068190,C01944,M0110,Healthcare,2025-10-09,4887.61
T0068191,C01944,M0028,Dining,2024-05-11,181.63
T0068192,C01944,M0030,Dining,2024-06-20,1389.33
T0068193,C01944,M0135,Entertainment,2024-03-23,2157.19
T0068194,C01944,M0125,Entertainment,2025-07-27,778.3
T0068195,C01944,M0105,Bills & Utilities,2025-05-28,4082.14
T0068196,C01944,M0024,Dining,2024-11-04,1228.44
T0068197,C01944,M0047,Travel,2024-12-14,24940.25
T0068198,C01944,M0112,Healthcare,2025-07-18,4883.95
T0068199,C01944,M0037,Fuel,2024-09-12,3006.49
T0068200,C01944,M0020,Dining,2025-06-13,1531.88
T0068201,C01944,M0019,Dining,2025-11-28,2143.92
T0068202,C01944,M0037,Fuel,2025-08-03,2570.62
T0068203,C01944,M0127,Entertainment,2025-08-13,1362.69
T0068204,C01944,M0056,Travel,2025-08-27,39818.18
T0068205,C01944,M0100,Bills & Utilities,2024-10-02,2766.97
T0068206,C01944,M0112,Healthcare,2025-05-18,3563.4
T0068207,C01944,M0018,Dining,2024-09-08,590.81
T0068208,C01944,M0123,Entertainment,2025-08-24,2832.73
T0068209,C01944,M0132,Entertainment,2025-02-25,1930.6
T0068210,C01944,M0140,Online Shopping,2024-09-06,5307.81
T0068211,C01945,M0021,Dining,2025-06-14,179.86
T0068212,C01945,M0081,Fashion,2024-03-23,7438.36
T0068213,C01945,M0121,Entertainment,2025-08-20,1998.32
T0068214,C01945,M0124,Entertainment,2024-06-22,2979.14
T0068215,C01945,M0079,Fashion,2025-02-16,2151.21
T0068216,C01945,M0009,Groceries,2025-06-25,2665.07
T0068217,C01945,M0058,Travel,2025-06-23,2088.34
T0068218,C01945,M0036,Fuel,2024-02-25,2659.59
T0068219,C01945,M0134,Entertainment,2024-08-18,2603.29
T0068220,C01945,M0065,Electronics,2025-08-24,47304.41
T0068221,C01945,M0038,Fuel,2024-02-06,1152.96
T0068222,C01945,M0053,Travel,2024-05-03,39113.87
T0068223,C01945,M0088,Fashion,2025-05-29,5311.74
T0068224,C01945,M0120,Healthcare,2025-09-23,3894.16
T0068225,C01945,M0102,Bills & Utilities,2024-06-09,3500.79
T0068226,C01945,M0017,Dining,2024-10-29,2022.84
T0068227,C01945,M0133,Entertainment,2025-12-06,237.37
T0068228,C01945,M0127,Entertainment,2025-11-13,1023.65
T0068229,C01945,M0098,Bills & Utilities,2024-03-17,5314.8
T0068230,C01945,M0142,Online Shopping,2024-11-30,4891.09
T0068231,C01945,M0059,Travel,2024-07-28,36773.83
T0068232,C01945,M0143,Online Shopping,2024-08-17,17002.35
T0068233,C01945,M0069,Electronics,2025-02-06,28393.07
T0068234,C01945,M0007,Groceries,2024-01-19,2676.25
T0068235,C01945,M0031,Fuel,2025-04-10,3571.88
T0068236,C01945,M0084,Fashion,2024-03-11,1870.71
T0068237,C01945,M0049,Travel,2024-08-23,30736.72
T0068238,C01945,M0032,Fuel,2025-08-30,1440.61
T0068239,C01945,M0015,Groceries,2024-06-03,652.65
T0068240,C01945,M0012,Groceries,2024-12-02,833.11
T0068241,C01945,M0001,Groceries,2025-02-13,1601.95
T0068242,C01945,M0025,Dining,2025-04-03,1107.1
T0068243,C01945,M0033,Fuel,2024-04-20,738.78
T0068244,C01945,M0038,Fuel,2025-03-11,3143.44
T0068245,C01945,M0051,Travel,2024-05-01,6591.38
T0068246,C01945,M0068,Electronics,2024-12-23,52862.62
T0068247,C01945,M0035,Fuel,2025-09-23,728.65
T0068248,C01945,M0021,Dining,2024-01-02,944.7
T0068249,C01945,M0062,Electronics,2024-03-19,36659.68
T0068250,C01945,M0032,Fuel,2024-11-08,1694.64
T0068251,C01945,M0116,Healthcare,2025-08-30,16230.83
T0068252,C01945,M0063,Electronics,2025-03-31,17884.91
T0068253,C01945,M0017,Dining,2024-03-23,735.41
T0068254,C01946,M0026,Dining,2025-08-06,1511.92
T0068255,C01946,M0040,Fuel,2025-07-31,802.99
T0068256,C01946,M0105,Bills & Utilities,2025-02-12,4261.95
T0068257,C01946,M0004,Groceries,2024-05-26,2680.87
T0068258,C01946,M0087,Fashion,2024-12-17,10161.31
T0068259,C01946,M0017,Dining,2025-04-02,1715.26
T0068260,C01946,M0087,Fashion,2024-04-02,3277.55
T0068261,C01946,M0091,Bills & Utilities,2024-04-10,5324.78
T0068262,C01946,M0041,Fuel,2024-02-22,1886.62
T0068263,C01946,M0035,Fuel,2024-07-01,539.69
T0068264,C01946,M0031,Fuel,2025-07-24,2934.48
T0068265,C01946,M0103,Bills & Utilities,2024-04-29,5677.99
T0068266,C01946,M0054,Travel,2024-01-09,9735.22
T0068267,C01946,M0150,Online Shopping,2024-12-26,13403.52
T0068268,C01946,M0114,Healthcare,2025-08-09,13473.84
T0068269,C01946,M0096,Bills & Utilities,2024-08-03,5154.21
T0068270,C01946,M0107,Healthcare,2024-03-08,8980.53
T0068271,C01946,M0085,Fashion,2025-04-25,10476.1
T0068272,C01946,M0009,Groceries,2024-07-11,2265.65
T0068273,C01946,M0017,Dining,2024-04-02,1816.62
T0068274,C01946,M0132,Entertainment,2025-11-18,1947.61
T0068275,C01946,M0045,Fuel,2025-10-02,1368.64
T0068276,C01946,M0142,Online Shopping,2024-04-30,6169.31
T0068277,C01946,M0140,Online Shopping,2025-12-20,17431.34
T0068278,C01946,M0142,Online Shopping,2025-06-22,11226.24
T0068279,C01946,M0031,Fuel,2025-08-31,2126.46
T0068280,C01946,M0150,Online Shopping,2025-05-21,11222.17
T0068281,C01946,M0034,Fuel,2024-09-18,3363.9
T0068282,C01946,M0047,Travel,2024-12-11,19274.14
T0068283,C01946,M0015,Groceries,2024-10-23,469.26
T0068284,C01946,M0075,Electronics,2024-12-06,42235.24
T0068285,C01947,M0025,Dining,2025-02-22,1929.23
T0068286,C01947,M0044,Fuel,2024-03-12,1074.56
T0068287,C01947,M0149,Online Shopping,2025-06-01,7207.41
T0068288,C01947,M0050,Travel,2025-11-27,27481.0
T0068289,C01947,M0080,Fashion,2024-04-06,6494.54
T0068290,C01947,M0066,Electronics,2024-12-12,32107.46
T0068291,C01947,M0058,Travel,2025-03-19,17325.76
T0068292,C01947,M0052,Travel,2024-03-31,6507.26
T0068293,C01947,M0026,Dining,2025-08-07,726.33
T0068294,C01947,M0121,Entertainment,2025-02-08,2964.32
T0068295,C01947,M0024,Dining,2024-03-05,1541.56
T0068296,C01947,M0117,Healthcare,2025-04-06,17284.82
T0068297,C01947,M0072,Electronics,2024-10-26,2053.68
T0068298,C01947,M0111,Healthcare,2025-06-17,11929.31
T0068299,C01947,M0144,Online Shopping,2025-03-03,4441.55
T0068300,C01947,M0034,Fuel,2025-12-27,2108.87
T0068301,C01947,M0080,Fashion,2025-07-23,12897.57
T0068302,C01947,M0138,Online Shopping,2024-11-05,15056.36
T0068303,C01947,M0011,Groceries,2024-02-28,803.58
T0068304,C01947,M0141,Online Shopping,2024-09-13,10497.7
T0068305,C01947,M0020,Dining,2024-10-07,2290.99
T0068306,C01947,M0137,Online Shopping,2025-01-24,13741.81
T0068307,C01947,M0032,Fuel,2025-07-15,1329.71
T0068308,C01947,M0044,Fuel,2024-03-08,3592.4
T0068309,C01947,M0083,Fashion,2024-11-27,12792.53
T0068310,C01947,M0059,Travel,2025-06-13,38029.7
T0068311,C01947,M0105,Bills & Utilities,2024-06-09,7396.65
T0068312,C01947,M0048,Travel,2025-03-28,10429.68
T0068313,C01947,M0082,Fashion,2025-03-27,1754.47
T0068314,C01947,M0008,Groceries,2025-07-29,2422.06
T0068315,C01947,M0013,Groceries,2025-05-19,1120.06
T0068316,C01947,M0011,Groceries,2024-10-15,2336.6
T0068317,C01947,M0049,Travel,2025-04-10,20461.33
T0068318,C01948,M0046,Travel,2025-12-27,38429.5
T0068319,C01948,M0043,Fuel,2025-06-23,976.66
T0068320,C01948,M0098,Bills & Utilities,2025-04-01,1051.41
T0068321,C01948,M0008,Groceries,2025-10-01,528.95
T0068322,C01948,M0048,Travel,2024-08-23,30998.76
T0068323,C01948,M0141,Online Shopping,2024-10-23,1277.68
T0068324,C01948,M0141,Online Shopping,2024-11-24,18830.49
T0068325,C01948,M0059,Travel,2024-02-22,5698.67
T0068326,C01948,M0117,Healthcare,2024-05-19,1203.38
T0068327,C01948,M0108,Healthcare,2025-04-04,469.61
T0068328,C01948,M0097,Bills & Utilities,2025-06-06,1154.9
T0068329,C01948,M0092,Bills & Utilities,2024-10-26,1100.09
T0068330,C01948,M0099,Bills & Utilities,2024-02-03,5770.34
T0068331,C01948,M0085,Fashion,2024-11-12,13002.77
T0068332,C01948,M0120,Healthcare,2024-02-03,18832.45
T0068333,C01948,M0149,Online Shopping,2025-08-17,8872.12
T0068334,C01948,M0079,Fashion,2024-08-26,10948.39
T0068335,C01948,M0079,Fashion,2025-05-13,14269.3
T0068336,C01948,M0130,Entertainment,2025-07-29,2295.01
T0068337,C01948,M0102,Bills & Utilities,2025-09-07,2678.07
T0068338,C01948,M0112,Healthcare,2025-05-02,7459.93
T0068339,C01948,M0083,Fashion,2025-07-11,4491.88
T0068340,C01948,M0031,Fuel,2025-10-20,1503.14
T0068341,C01948,M0068,Electronics,2024-04-26,25303.46
T0068342,C01948,M0017,Dining,2025-09-11,1305.91
T0068343,C01948,M0140,Online Shopping,2025-08-23,14270.81
T0068344,C01948,M0124,Entertainment,2024-12-06,2850.97
T0068345,C01948,M0092,Bills & Utilities,2025-09-07,2274.18
T0068346,C01948,M0113,Healthcare,2025-12-24,350.95
T0068347,C01948,M0022,Dining,2025-10-22,1960.0
T0068348,C01948,M0127,Entertainment,2024-03-10,2913.69
T0068349,C01948,M0124,Entertainment,2024-12-05,2102.24
